1	1	-2.67	6.85	41	552
1	2	-0.98	7.03	33	647
1	3	-0.49	6.47	58	673
11	1	-3.23	6.67	49	520
11	2	-1.39	6.67	49	623
11	3	-0.9	6.11	74	649
21	1	-3.73	6.66	49	492
21	2	-1.8	6.31	65	599
21	3	-1.31	5.76	90	625
31	1	-4.31	6.75	45	460
31	2	-2.28	6.04	77	571
31	3	-1.71	5.32	110	601
41	1	-4.86	6.57	53	428
41	2	-2.76	5.78	89	543
41	3	-2.19	5.06	122	573
41	4	1.15	7.38	18	766
51	1	-5.36	6.57	53	400
51	2	-3.16	5.51	101	519
51	3	-2.65	4.71	138	545
51	4	0.72	7.19	26	742
61	1	-5.86	6.57	53	372
61	2	-3.63	5.25	113	491
61	3	-3.12	4.46	150	517
61	4	0.38	6.74	46	722
71	1	-6.43	6.57	53	340
71	2	-4.02	4.9	129	467
71	3	-3.65	4.2	162	485
71	4	-0.04	6.38	62	698
81	1	-7	6.57	53	308
81	2	-4.42	4.65	141	443
81	3	-4.04	3.95	174	461
81	4	-0.53	6.11	74	670
91	1	-7.56	6.48	57	276
91	2	-4.87	4.31	157	415
91	3	-4.5	3.7	186	433
91	4	-0.94	5.76	90	646
91	5	8.44	-3.29	564	1236
101	1	-8.06	6.48	57	248
101	2	-5.33	4.05	169	387
101	3	-4.95	3.37	202	405
101	4	-1.5	5.58	98	614
101	5	7.89	-3.22	560	1200
111	1	-8.55	6.39	61	220
111	2	-5.86	3.89	177	355
111	3	-5.31	2.96	222	381
111	4	-1.98	5.32	110	586
111	5	7.33	-3.35	568	1164
111	6	-0.13	7.4	17	695
111	7	0.16	6.72	47	710
121	1	-9.12	6.39	61	188
121	2	-6.23	3.55	193	331
121	3	-5.82	2.72	234	349
121	4	-2.52	5.06	122	554
121	5	6.84	-3.36	568	1132
121	6	-0.62	6.94	37	667
121	7	-0.4	6.27	67	678
121	8	-1.63	7.1	30	611
131	1	-9.69	6.39	61	156
131	2	-6.74	3.3	205	299
131	3	-6.24	2.31	254	321
131	4	-3.06	4.8	134	522
131	5	6.36	-3.36	568	1100
131	6	-1.17	6.58	53	635
131	7	-0.95	5.91	83	646
131	8	-2.19	6.92	38	579
141	1	-10.18	6.38	61	128
141	2	-7.19	3.06	217	271
141	3	-6.68	2.08	266	293
141	4	-3.53	4.54	146	494
141	5	5.8	-3.42	572	1064
141	6	-1.72	6.13	73	603
141	7	-1.57	5.65	95	610
141	8	-2.67	6.55	54	551
151	1	-10.77	6.47	57	96
151	2	-7.61	2.73	233	243
151	3	-7.18	1.84	278	261
151	4	-3.99	4.29	158	466
151	5	5.26	-3.36	568	1028
151	6	-2.42	5.95	81	563
151	7	-2.19	5.38	107	574
151	8	-3.3	6.46	58	515
161	1	-11.32	6.38	61	64
161	2	-8.1	2.41	249	211
161	3	-7.67	1.52	294	229
161	4	-4.52	4.12	166	434
161	5	4.71	-3.42	572	992
161	6	-3.04	5.69	93	527
161	7	-2.8	5.04	123	538
161	8	-3.93	6.28	66	479
171	1	-11.82	6.38	61	36
171	2	-8.53	2.17	261	183
171	3	-8.15	1.21	310	197
171	4	-5.06	3.95	174	402
171	5	4.17	-3.36	568	956
171	6	-3.73	5.51	101	487
171	7	-3.48	4.86	131	498
171	8	-4.5	6.28	66	447
181	2	-9.02	1.86	277	151
181	3	-8.45	0.68	338	173
181	4	-5.59	3.78	182	370
181	5	3.62	-3.29	564	920
181	6	-4.42	5.42	105	447
181	7	-4.23	4.69	139	454
181	8	-5.14	6.28	66	411
191	2	-9.48	1.46	297	119
191	3	-8.83	0.23	362	145
191	4	-6.12	3.61	190	338
191	5	3.13	-3.36	568	888
191	6	-5.11	5.25	113	407
191	7	-4.92	4.6	143	414
191	8	-5.71	6.28	66	379
201	2	-9.79	1	321	95
201	3	-9.11	-0.36	394	121
201	4	-6.56	3.37	202	310
201	5	2.52	-3.3	564	848
201	6	-5.81	5.25	113	367
201	7	-5.68	4.6	143	370
201	8	-6.35	6.28	66	343
211	2	-10.14	0.47	349	67
211	3	-9.4	-0.87	422	97
211	4	-7.01	3.12	214	282
211	5	1.97	-3.36	568	812
211	6	-6.5	5.16	117	327
211	7	-6.36	4.52	147	330
211	8	-6.91	6.28	66	311
221	2	-10.35	-0.13	381	47
221	3	-9.6	-1.44	454	77
221	4	-7.52	2.88	226	250
221	5	1.43	-3.36	568	776
221	6	-7.26	5.16	117	283
221	7	-7.13	4.52	147	286
221	8	-7.55	6.28	66	275
231	2	-10.59	-0.78	417	23
231	3	-9.68	-2	486	65
231	4	-8.02	2.63	238	218
231	5	0.82	-3.36	568	736
231	6	-7.96	5.16	117	243
231	7	-7.81	4.43	151	246
231	8	-8.19	6.28	66	239
241	3	-9.76	-2.48	514	53
241	4	-8.45	2.39	250	190
241	5	0.21	-3.43	572	696
241	6	-8.65	5.07	121	203
241	7	-8.57	4.43	151	202
241	8	-8.76	6.28	66	207
251	3	-9.97	-2.95	542	33
251	4	-9.03	2.23	258	154
251	5	-0.34	-3.37	568	660
251	6	-9.36	5.15	117	163
251	7	-9.33	4.43	151	158
251	8	-9.33	6.27	66	175
261	3	-10.04	-3.48	574	21
261	4	-9.52	1.99	270	122
261	5	-0.82	-3.5	576	628
261	6	-10.05	5.07	121	123
261	7	-10.16	4.43	151	110
261	8	-9.88	6.18	70	143
271	4	-10.03	1.83	278	90
271	5	-1.37	-3.5	576	592
271	6	-10.83	5.15	117	79
271	7	-10.92	4.42	151	66
271	8	-10.52	6.18	70	107
281	4	-10.63	1.83	278	54
281	5	-1.98	-3.43	572	552
281	6	-11.46	5.15	117	43
281	7	-11.6	4.34	155	26
281	8	-11.16	6.18	70	71
291	4	-11.11	1.6	290	22
291	5	-2.52	-3.5	576	516
301	5	-3.13	-3.44	572	476
311	5	-3.67	-3.5	576	440
321	5	-4.17	-3.44	572	408
331	5	-4.72	-3.37	568	372
331	9	9.18	2.02	270	1243
341	5	-5.26	-3.44	572	336
341	9	8.58	2.02	270	1207
351	5	-5.81	-3.44	572	300
351	9	7.97	1.94	274	1171
361	5	-6.28	-3.5	576	268
361	9	7.37	1.94	274	1135
361	10	9.31	3.33	205	1242
371	5	-6.74	-3.7	588	236
371	9	6.76	1.86	278	1099
371	10	8.63	3.33	205	1202
371	11	-0.95	7.35	19	649
381	5	-7.25	-3.89	600	200
381	9	6.1	1.86	278	1059
381	10	7.94	3.33	205	1162
381	11	-1.58	6.8	43	613
391	5	-7.67	-4.21	620	168
391	9	5.5	1.86	278	1023
391	10	7.34	3.41	201	1126
391	11	-2.19	6.26	67	577
401	5	-8.1	-4.47	636	136
401	9	4.96	1.86	278	991
401	10	6.66	3.41	201	1086
401	11	-2.86	5.73	91	537
411	5	-8.55	-4.9	664	100
411	9	4.37	1.93	274	955
411	10	6.04	3.41	201	1050
411	11	-3.6	5.29	111	493
421	5	-8.93	-5.33	692	68
421	9	3.77	1.86	278	919
421	10	5.36	3.32	205	1010
421	11	-4.41	4.95	127	445
431	9	3.17	1.85	278	883
431	10	4.74	3.32	205	974
431	11	-5.14	4.6	143	401
441	9	2.57	1.85	278	847
441	10	4.06	3.24	209	934
441	11	-5.93	4.18	163	353
451	9	1.97	1.77	282	811
451	10	3.45	3.24	209	898
451	11	-6.79	3.93	175	301
451	12	-0.88	7.31	21	653
461	9	1.37	1.77	282	775
461	10	2.7	3.24	209	854
461	11	-7.64	3.59	191	249
461	12	-1.52	7.03	33	617
471	9	0.84	1.69	286	743
471	10	2.09	3.15	213	818
471	11	-8.49	3.34	203	197
471	12	-2.14	6.67	49	581
481	9	0.24	1.69	286	707
481	10	1.41	3.07	217	778
481	11	-9.25	3.01	219	149
481	12	-2.84	6.49	57	541
491	9	-0.35	1.61	290	671
491	10	0.73	2.99	221	738
491	11	-10.15	2.77	231	93
491	12	-3.53	6.13	73	501
501	9	-0.95	1.61	290	635
501	10	-0.01	2.91	225	694
501	11	-10.96	2.45	247	41
501	12	-4.22	5.95	81	461
501	13	-1.12	7.4	17	640
501	14	-0.72	6.87	40	661
511	9	-1.54	1.53	294	599
511	10	-0.69	2.91	225	654
511	12	-4.98	5.77	89	417
511	13	-1.61	7.12	29	612
511	14	-1.21	6.51	56	633
521	9	-2.14	1.53	294	563
521	10	-1.43	2.9	225	610
521	12	-5.59	5.51	101	381
521	13	-2.03	6.94	37	588
521	14	-1.69	6.24	68	605
531	9	-2.73	1.45	298	527
531	10	-2.11	2.9	225	570
531	12	-6.26	5.25	113	341
531	13	-2.44	6.58	53	564
531	14	-2.24	5.98	80	573
541	9	-3.32	1.38	302	491
541	10	-2.85	2.9	225	526
541	12	-6.92	4.9	129	301
541	13	-3	6.4	61	532
541	14	-2.87	5.8	88	537
551	9	-3.9	1.3	306	455
551	10	-3.53	2.98	221	486
551	12	-7.58	4.64	141	261
551	13	-3.47	6.13	73	504
551	14	-3.34	5.53	100	509
561	9	-4.49	1.22	310	419
561	10	-4.21	2.98	221	446
561	12	-8.25	4.47	149	221
561	13	-4.03	5.95	81	472
561	14	-3.96	5.36	108	473
571	9	-5.07	1.14	314	383
571	10	-4.89	2.98	221	406
571	12	-8.91	4.3	157	181
571	13	-4.51	5.77	89	444
571	14	-4.44	5.27	112	445
581	9	-5.66	1.06	318	347
581	10	-5.58	3.06	217	366
581	12	-9.66	4.21	161	137
581	13	-5.05	5.6	97	412
581	14	-4.99	5.1	120	413
591	9	-6.24	0.99	322	311
591	10	-6.26	3.14	213	326
591	12	-10.3	3.96	173	97
591	13	-5.61	5.51	101	380
591	14	-5.53	5.01	124	381
601	9	-6.9	0.99	322	271
601	10	-7.02	3.22	209	282
601	12	-10.96	3.79	181	57
601	13	-6.15	5.33	109	348
601	14	-6.13	4.75	136	345
611	9	-7.46	0.83	330	235
611	10	-7.78	3.3	205	238
611	13	-6.78	5.33	109	312
611	14	-6.68	4.66	140	313
611	15	-0.84	7.26	23	655
611	16	9.43	6.17	72	1232
611	17	9.68	4.08	169	1259
611	18	9.61	3.17	213	1261
611	19	9.43	2.48	247	1255
621	9	-8.05	0.83	330	199
621	10	-8.46	3.3	205	198
621	13	-7.33	5.24	113	280
621	14	-7.22	4.58	144	281
621	15	-1.33	6.8	43	627
621	16	8.58	6.17	72	1184
621	17	9.05	3.99	173	1223
621	18	8.93	3.17	213	1221
621	19	8.76	2.48	247	1215
631	9	-8.63	0.76	334	163
631	10	-9.21	3.3	205	154
631	13	-7.88	5.16	117	248
631	14	-7.83	4.49	148	245
631	15	-1.8	6.26	67	599
631	16	7.81	6.26	68	1140
631	17	8.37	4.08	169	1183
631	18	8.32	3.16	213	1185
631	19	8.15	2.48	247	1179
641	9	-9.2	0.68	338	127
641	10	-9.91	3.38	201	114
641	13	-8.44	5.16	117	216
641	14	-8.38	4.41	152	213
641	15	-2.34	5.82	87	567
641	16	6.96	6.35	64	1092
641	17	7.68	4.07	169	1143
641	18	7.71	3.16	213	1149
641	19	7.47	2.4	251	1139
641	20	-1.49	7.17	27	619
651	9	-9.78	0.6	342	91
651	10	-10.59	3.38	201	74
651	13	-9.05	5.07	121	180
651	14	-8.98	4.32	156	177
651	15	-2.81	5.47	103	539
651	16	6.19	6.43	60	1048
651	17	7.06	4.07	169	1107
651	18	7.03	3.16	213	1109
651	19	6.86	2.32	255	1103
651	20	-2.04	6.71	47	587
661	9	-10.43	0.6	342	51
661	10	-11.29	3.46	197	34
661	13	-9.61	5.07	121	148
661	14	-9.52	4.24	160	145
661	15	-3.34	5.03	123	507
661	16	5.4	6.43	60	1004
661	17	6.38	4.07	169	1067
661	18	6.42	3.16	213	1073
661	19	6.26	2.31	255	1067
661	20	-2.58	6.26	67	555
671	13	-10.15	4.98	125	116
671	14	-10.06	4.15	164	113
671	15	-3.87	4.78	135	475
671	16	4.62	6.43	60	960
671	17	5.76	4.07	169	1031
671	18	5.74	3.16	213	1033
671	19	5.59	2.23	259	1027
671	20	-3.12	5.91	83	523
671	21	9.17	2.24	259	1241
681	13	-10.71	4.98	125	84
681	14	-10.68	4.15	164	77
681	15	-4.55	4.52	147	435
681	16	3.84	6.52	56	916
681	17	5.14	4.07	169	995
681	18	5.13	3.16	213	997
681	19	4.98	2.23	259	991
681	20	-3.73	5.56	99	487
681	21	8.5	2.24	259	1201
691	13	-11.27	4.98	125	52
691	14	-11.23	4.15	164	45
691	15	-5.21	4.26	159	395
691	16	2.98	6.43	60	868
691	17	4.51	3.99	173	959
691	18	4.51	3.08	217	961
691	19	4.38	2.15	263	955
691	20	-4.34	5.29	111	451
691	21	7.84	2.32	255	1161
701	13	-11.83	4.98	125	20
701	15	-5.79	3.93	175	359
701	16	2.2	6.52	56	824
701	17	3.83	3.98	173	919
701	18	3.9	3.08	217	925
701	19	3.71	2.15	263	915
701	20	-5.02	5.12	119	411
701	21	7.23	2.32	255	1125
701	22	-1.28	7.35	19	631
711	15	-6.46	3.76	183	319
711	16	1.42	6.34	64	780
711	17	3.21	3.98	173	883
711	18	3.29	3.08	217	889
711	19	3.11	2.15	263	879
711	20	-5.7	4.94	127	371
711	21	6.56	2.31	255	1085
711	22	-2.04	6.8	43	587
721	15	-7.1	3.43	199	279
721	16	0.63	6.42	60	736
721	17	2.59	3.9	177	847
721	18	2.68	2.99	221	853
721	19	2.44	2.15	263	839
721	20	-6.38	4.77	135	331
721	21	5.9	2.39	251	1045
721	22	-2.64	6.17	71	551
731	15	-7.75	3.18	211	239
731	16	-0.22	6.33	64	688
731	17	1.97	3.9	177	811
731	18	2.14	2.99	221	821
731	19	1.84	2.07	267	803
731	20	-7.04	4.52	147	291
731	21	5.29	2.31	255	1009
731	22	-3.46	5.73	91	503
741	15	-8.39	2.93	223	199
741	16	-1.01	6.42	60	644
741	17	1.42	3.81	181	779
741	18	1.6	2.91	225	789
741	19	1.17	2.07	267	763
741	20	-7.71	4.34	155	251
741	21	4.75	2.23	259	977
741	22	-4.11	5.12	119	463
751	15	-9.02	2.69	235	159
751	16	-1.86	6.42	60	596
751	17	0.8	3.81	181	743
751	18	0.99	2.91	225	753
751	19	0.57	1.99	271	727
751	20	-8.36	4.09	167	211
751	21	4.14	2.15	263	941
751	22	-4.92	4.77	135	415
751	23	9.02	-1.36	451	1258
761	15	-9.75	2.61	239	115
761	16	-2.57	6.42	60	556
761	17	0.25	3.81	181	711
761	18	0.45	2.91	225	721
761	19	0.04	1.91	275	695
761	20	-9.01	3.84	179	171
761	21	3.54	2.07	267	905
761	22	-5.69	4.18	163	367
761	23	8.26	-1.36	451	1210
771	15	-10.46	2.45	247	71
771	16	-3.43	6.51	56	508
771	17	-0.36	3.81	181	675
771	18	-0.16	2.91	225	685
771	19	-0.63	1.91	275	655
771	20	-9.74	3.67	187	127
771	21	2.87	1.99	271	865
771	22	-6.46	3.76	183	319
771	23	7.63	-1.36	451	1170
781	15	-11.12	2.37	251	31
781	16	-4.22	6.51	56	464
781	17	-0.98	3.81	181	639
781	18	-0.77	2.91	225	649
781	19	-1.23	1.83	279	619
781	20	-10.39	3.5	195	87
781	21	2.27	1.91	275	829
781	22	-7.23	3.34	203	271
781	23	6.81	-1.36	451	1118
791	16	-5	6.51	56	420
791	17	-1.52	3.64	189	607
791	18	-1.31	2.82	229	617
791	19	-1.89	1.83	279	579
791	20	-11.12	3.42	199	43
791	21	1.67	1.91	275	793
791	22	-8.1	2.85	227	215
791	23	6.11	-1.44	455	1074
791	24	8.77	-2.81	535	1254
791	25	8.77	-3.73	591	1262
801	16	-5.7	6.41	60	380
801	17	-2.14	3.64	189	571
801	18	-1.91	2.74	233	581
801	19	-2.48	1.75	283	543
801	21	1.07	1.91	275	757
801	22	-8.93	2.53	243	163
801	23	5.42	-1.37	451	1030
801	24	8.03	-2.81	535	1206
801	25	8.04	-3.79	595	1214
811	16	-6.49	6.41	60	336
811	17	-2.75	3.56	193	535
811	18	-2.52	2.74	233	545
811	19	-3.15	1.75	283	503
811	21	0.47	1.91	275	721
811	22	-9.73	2.13	263	111
811	23	4.66	-1.51	459	982
