811	24	7.42	-2.81	535	1166
811	25	7.38	-3.73	591	1170
821	16	-7.26	6.32	64	292
821	17	-3.36	3.56	193	499
821	18	-3.05	2.66	237	513
821	19	-3.75	1.75	283	467
821	21	-0.13	1.91	275	685
821	22	-10.61	1.81	279	55
821	23	3.9	-1.58	463	934
821	24	6.62	-2.81	535	1114
821	25	6.66	-3.73	591	1122
831	16	-8.05	6.41	60	248
831	17	-3.98	3.56	193	463
831	18	-3.66	2.66	237	477
831	19	-4.34	1.74	283	431
831	21	-0.73	1.83	279	649
831	23	3.21	-1.58	463	890
831	24	5.93	-2.94	543	1070
831	25	5.93	-3.73	591	1074
831	26	-1.27	7.1	30	631
841	16	-8.84	6.41	60	204
841	17	-4.59	3.56	193	427
841	18	-4.27	2.66	237	441
841	19	-4.94	1.74	283	395
841	21	-1.33	1.83	279	613
841	23	2.45	-1.65	467	842
841	24	5.26	-2.94	543	1026
841	25	5.21	-3.67	587	1026
841	26	-1.68	6.74	46	607
851	16	-9.62	6.41	60	160
851	17	-5.21	3.55	193	391
851	18	-4.87	2.66	237	405
851	19	-5.53	1.66	287	359
851	21	-1.86	1.83	279	581
851	23	1.7	-1.65	467	794
851	24	4.59	-2.88	539	982
851	25	4.48	-3.73	591	978
851	26	-2.1	6.55	54	583
861	16	-10.42	6.5	56	116
861	17	-5.81	3.47	197	355
861	18	-5.48	2.66	237	369
861	19	-6.2	1.66	287	319
861	21	-2.45	1.75	283	545
861	23	1.01	-1.72	471	750
861	24	3.85	-2.95	543	934
861	25	3.82	-3.67	587	934
861	26	-2.58	6.29	66	555
871	16	-11.2	6.49	56	72
871	17	-6.36	3.47	197	323
871	18	-6.09	2.66	237	333
871	19	-6.79	1.66	287	283
871	21	-3.06	1.83	279	509
871	23	0.25	-1.72	471	702
871	24	3.17	-2.95	543	890
871	25	3.09	-3.74	591	886
871	26	-3.07	6.2	70	527
881	17	-6.96	3.39	201	287
881	18	-6.69	2.65	237	297
881	19	-7.39	1.66	287	247
881	21	-3.65	1.82	279	473
881	23	-0.5	-1.8	475	654
881	24	2.43	-3.01	547	842
881	25	2.43	-3.74	591	842
881	26	-3.63	6.11	74	495
891	17	-7.58	3.47	197	251
891	18	-7.3	2.65	237	261
891	19	-8.05	1.66	287	207
891	21	-4.25	1.82	279	437
891	23	-1.24	-1.87	479	606
891	24	1.7	-3.02	547	794
891	25	1.7	-3.67	587	794
891	26	-4.19	6.02	78	463
901	17	-8.07	3.55	193	223
901	18	-7.91	2.65	237	225
901	19	-8.58	1.66	287	175
901	21	-4.87	1.98	271	401
901	23	-1.92	-2.01	487	562
901	24	0.97	-3.08	551	746
901	25	1.04	-3.74	591	750
901	26	-4.77	6.1	74	431
911	17	-8.61	3.47	197	191
911	18	-8.5	2.57	241	189
911	19	-9.18	1.66	287	139
911	21	-5.47	1.98	271	365
911	23	-2.67	-2.08	491	514
911	24	0.29	-3.02	547	702
911	25	0.31	-3.67	587	702
911	26	-5.25	6.01	78	403
921	17	-9.15	3.47	197	159
921	18	-9.12	2.65	237	153
921	19	-9.78	1.66	287	103
921	21	-6.09	2.14	263	329
921	23	-3.41	-2.08	491	466
921	24	-0.38	-3.02	547	658
921	25	-0.35	-3.74	591	658
921	26	-5.82	6.01	78	371
931	17	-9.68	3.38	201	127
931	18	-9.64	2.57	241	121
931	19	-10.38	1.66	287	67
931	21	-6.69	2.13	263	293
931	23	-4.15	-2.15	495	418
931	24	-1.06	-3.02	547	614
931	25	-1.08	-3.68	587	610
931	26	-6.39	6.01	78	339
941	17	-10.23	3.38	201	95
941	18	-10.18	2.57	241	89
941	19	-11.04	1.66	287	27
941	21	-7.29	2.13	263	257
941	23	-4.9	-2.15	495	370
941	24	-1.8	-2.95	543	566
941	25	-1.81	-3.68	587	562
941	26	-6.94	5.92	82	307
951	17	-10.77	3.38	201	63
951	18	-10.79	2.57	241	53
951	21	-7.83	2.13	263	225
951	23	-5.64	-2.22	499	322
951	24	-2.53	-2.96	543	518
951	25	-2.48	-3.68	587	518
951	26	-7.44	5.92	82	279
951	27	9.25	2.22	260	1246
961	18	-11.31	2.49	245	21
961	21	-8.43	2.13	263	189
961	23	-6.32	-2.22	499	278
961	24	-3.21	-2.96	543	474
961	25	-3.2	-3.68	587	470
961	26	-8	5.92	82	247
961	27	8.71	2.22	260	1214
961	28	8.39	-3.68	588	1236
971	21	-9.03	2.13	263	153
971	23	-7.06	-2.29	503	230
971	24	-3.88	-3.02	547	430
971	25	-3.92	-3.75	591	422
971	26	-8.57	5.92	82	215
971	27	8.18	2.22	260	1182
971	28	7.78	-3.68	588	1196
981	21	-9.63	2.13	263	117
981	23	-7.79	-2.36	507	182
981	24	-4.49	-3.02	547	390
981	25	-4.59	-3.68	587	378
981	26	-9.08	6.01	78	187
981	27	7.65	2.3	256	1150
981	28	7.11	-3.75	592	1152
991	21	-10.23	2.13	263	81
991	23	-8.53	-2.36	507	134
991	24	-5.16	-3.03	547	346
991	25	-5.3	-3.81	595	330
991	26	-9.63	5.92	82	155
991	27	7.04	2.22	260	1114
991	28	6.5	-3.81	596	1112
1001	21	-10.77	2.13	263	49
1001	23	-9.31	-2.49	515	82
1001	24	-5.83	-3.09	551	302
1001	25	-5.97	-3.81	595	286
1001	26	-10.19	5.92	82	123
1001	27	6.58	2.37	252	1086
1001	28	5.9	-3.81	596	1072
1011	24	-6.49	-3.16	555	258
1011	25	-6.6	-4.01	607	242
1011	26	-10.76	5.92	82	91
1011	27	6.05	2.45	248	1054
1011	28	5.29	-3.81	596	1032
1021	24	-7.13	-3.36	567	214
1021	25	-7.1	-4.26	623	206
1021	26	-11.32	5.92	82	59
1021	27	5.51	2.45	248	1022
1021	28	4.69	-3.75	592	992
1031	24	-7.68	-3.69	587	174
1031	25	-7.62	-4.64	647	166
1031	26	-11.82	5.92	82	31
1031	27	5.05	2.61	240	994
1031	28	4.08	-3.81	596	952
1041	24	-8.14	-4.14	615	138
1041	25	-8	-5.13	679	134
1041	27	4.51	2.61	240	962
1041	28	3.42	-3.75	592	908
1041	29	0.73	6.69	48	742
1051	24	-8.62	-4.7	651	98
1051	27	3.98	2.77	232	930
1051	28	2.82	-3.75	592	868
1051	29	0.32	6.16	72	718
1061	24	-8.81	-5.2	683	78
1061	27	3.51	2.85	228	902
1061	28	2.15	-3.69	588	824
1061	29	-0.16	5.63	96	690
1071	27	3.04	3.01	220	874
1071	28	1.49	-3.69	588	780
1071	29	-0.57	5.1	120	666
1081	27	2.5	3.18	212	842
1081	28	0.82	-3.62	584	736
1081	29	-1.1	4.59	144	634
1091	27	2.02	3.26	208	814
1091	28	0.21	-3.5	576	696
1091	29	-1.56	4.08	168	606
1101	27	1.47	3.42	200	782
1101	28	-0.46	-3.43	572	652
1101	29	-2.02	3.66	188	578
1111	27	1	3.42	200	754
1111	28	-1.07	-3.37	568	612
1111	29	-2.46	3.17	212	550
1121	27	0.45	3.5	196	722
1121	28	-1.74	-3.37	568	568
1121	29	-2.83	2.6	240	526
1131	27	-0.1	3.5	196	690
1131	28	-2.41	-3.3	564	524
1131	29	-3.26	2.12	264	498
1141	27	-0.57	3.5	196	662
1141	28	-3.02	-3.37	568	484
1141	29	-3.61	1.57	292	474
1141	30	-1.18	7.12	29	636
1151	27	-1.12	3.5	196	630
1151	28	-3.69	-3.37	568	440
1151	29	-4.03	1.11	316	446
1151	30	-1.88	6.76	45	596
1161	27	-1.59	3.42	200	602
1161	28	-4.35	-3.44	572	396
1161	29	-4.37	0.5	348	422
1161	30	-2.64	6.31	65	552
1171	27	-2.07	3.41	200	574
1171	28	-5.03	-3.37	568	352
1171	29	-4.84	0.05	372	390
1171	30	-3.46	5.95	81	504
1181	27	-2.61	3.33	204	542
1181	28	-5.69	-3.44	572	308
1181	29	-5.23	-0.47	400	362
1181	30	-4.21	5.6	97	460
1191	27	-3.09	3.33	204	514
1191	28	-6.35	-3.44	572	264
1191	29	-5.61	-0.97	428	334
1191	30	-5.03	5.34	109	412
1201	27	-3.63	3.33	204	482
1201	28	-7.08	-3.44	572	216
1201	29	-6.06	-1.4	452	302
1201	30	-5.84	5.07	121	364
1211	27	-4.18	3.33	204	450
1211	28	-7.68	-3.51	576	176
1211	29	-6.42	-1.96	484	274
1211	30	-6.71	4.81	133	312
1211	31	-1.3	7.4	17	630
1211	32	-0.57	7.17	27	670
1221	27	-4.66	3.41	200	422
1221	28	-8.35	-3.51	576	132
1221	29	-6.85	-2.44	512	242
1221	30	-7.53	4.64	141	264
1221	31	-1.93	7.03	33	594
1221	32	-1.13	6.8	43	638
1231	27	-5.2	3.33	204	390
1231	28	-9.02	-3.51	576	88
1231	29	-7.19	-2.98	544	214
1231	30	-8.32	4.39	153	216
1231	31	-2.48	6.67	49	562
1231	32	-1.68	6.44	59	606
1241	27	-5.75	3.41	200	358
1241	28	-9.62	-3.51	576	48
1241	29	-7.6	-3.44	572	182
1241	30	-9.18	4.13	165	164
1241	31	-3.18	6.49	57	522
1241	32	-2.38	6.17	71	566
1251	27	-6.29	3.33	204	326
1251	29	-7.94	-3.9	600	154
1251	30	-9.96	3.88	177	116
1251	31	-3.8	6.22	69	486
1251	32	-3	6	79	530
1251	33	8.77	-3.19	558	1257
1251	34	8.57	-3.89	601	1250
1261	27	-6.83	3.32	204	294
1261	29	-8.25	-4.47	636	126
1261	30	-10.82	3.71	185	64
1261	31	-4.51	6.22	69	446
1261	32	-3.77	5.82	87	486
1261	33	8.16	-3.19	558	1217
1261	34	7.97	-3.89	601	1210
1271	27	-7.38	3.32	204	262
1271	29	-8.55	-5.03	672	98
1271	31	-5.21	6.13	73	406
1271	32	-4.46	5.64	95	446
1271	33	7.55	-3.19	558	1177
1271	34	7.37	-3.83	597	1170
1271	35	9.02	1.4	302	1238
1281	27	-7.92	3.32	204	230
1281	31	-5.99	6.12	73	362
1281	32	-5.22	5.55	99	402
1281	33	6.94	-3.19	558	1137
1281	34	6.82	-3.89	601	1134
1281	35	8.36	1.39	302	1198
1291	27	-8.45	3.24	208	198
1291	31	-6.69	6.03	77	322
1291	32	-5.92	5.46	103	362
1291	33	6.45	-3.19	558	1105
1291	34	6.23	-3.83	597	1094
1291	35	7.64	1.39	302	1154
1301	27	-8.98	3.16	212	166
1301	31	-7.4	6.03	77	282
1301	32	-6.62	5.46	103	322
1301	33	5.78	-3.13	554	1061
1301	34	5.68	-3.83	597	1058
1301	35	6.91	1.39	302	1110
1311	27	-9.53	3.16	212	134
1311	31	-8.09	5.94	81	242
1311	32	-7.32	5.46	103	282
1311	33	5.17	-3.13	554	1021
1311	34	5.14	-3.83	597	1022
1311	35	6.18	1.39	302	1066
1321	27	-10.12	3.07	216	98
1321	31	-8.79	5.85	85	202
1321	32	-7.95	5.46	103	246
1321	33	4.68	-3.13	554	989
1321	34	4.54	-3.77	593	982
1321	35	5.45	1.39	302	1022
1331	27	-10.6	3.07	216	70
1331	31	-9.51	5.94	81	162
1331	32	-8.66	5.46	103	206
1331	33	4.07	-3	546	949
1331	34	4	-3.77	593	946
1331	35	4.73	1.39	302	978
1341	27	-11.12	2.99	220	38
1341	31	-10.2	5.85	85	122
1341	32	-9.36	5.46	103	166
1341	33	3.52	-3.06	550	913
1341	34	3.39	-3.7	589	906
1341	35	4	1.39	302	934
1351	31	-10.91	5.85	85	82
1351	32	-10.05	5.37	107	126
1351	33	2.91	-3	546	873
1351	34	2.79	-3.7	589	866
1351	35	3.34	1.39	302	894
1361	31	-11.61	5.85	85	42
1361	32	-10.75	5.37	107	86
1361	33	2.36	-3.06	550	837
1361	34	2.18	-3.64	585	826
1361	35	2.61	1.39	302	850
1371	32	-11.45	5.37	107	46
1371	33	1.81	-3.07	550	801
1371	34	1.58	-3.64	585	786
1371	35	1.95	1.46	298	810
1381	33	1.19	-3.07	550	761
1381	34	0.97	-3.71	589	746
